created,political_level
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2023-03-01T08:21:25.120,canton
2022-11-15T16:12:14.761,canton
2022-11-15T16:16:38.597,canton
2022-02-24T07:06:04.647,canton
2022-02-24T07:06:04.647,canton
2021-09-28T06:24:22.060,canton
2021-09-29T14:22:41.526,canton
2021-02-04T18:50:26.290,canton
2020-04-08T16:17:12.893,canton
2020-04-08T16:17:12.893,canton
2020-04-08T16:17:12.893,canton
2020-04-08T16:17:12.893,canton
2020-04-08T16:17:12.893,canton
2020-04-08T16:17:12.893,canton
2018-12-10T14:28:13.201,canton
2018-12-10T14:28:13.201,canton
2018-12-10T14:28:13.201,canton
2018-12-10T14:28:13.201,canton
2018-12-10T14:28:13.201,canton
2018-12-10T14:28:13.201,canton
2018-12-10T14:37:43.727,canton
2019-12-11T12:15:58.940,canton
2019-12-11T12:15:58.940,canton
2019-12-11T12:15:58.940,canton
2019-12-11T12:15:58.940,canton
2019-12-11T12:15:58.940,canton
2019-12-11T12:15:58.940,canton
2019-12-11T12:15:58.940,canton
2019-12-11T12:15:58.940,canton
2020-03-09T20:52:55.784,canton
2020-03-09T20:52:55.784,canton
2020-03-09T20:52:55.784,canton
2020-03-09T20:52:55.784,canton
2020-03-09T20:52:55.784,canton
2020-03-09T20:52:55.784,canton
2020-03-09T20:52:55.784,canton
2020-03-09T20:52:55.784,canton
2020-03-09T20:52:55.784,canton
2020-01-14T10:02:46.830,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2015-12-04T12:41:05.028,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-03-15T14:21:38.843,canton
2023-01-10T07:10:04.974,canton
2023-01-10T07:10:04.974,canton
2023-01-10T07:10:04.974,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
2022-12-13T14:49:27.398,canton
